Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Update,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,500,15265,0,,0,0,0,0,0,7,1
amd64,rs4_release,17134,165,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Refresh,37,158,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,57642,1,,0,0,0,0,0,7,1
x86,rs3_release,16299,192,Core,CORE,Reset,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,513,63041,1,,0,1,0,1,0,1,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Upgrade,12,44,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,93,17553,0,,0,0,0,0,1,15,0
amd64,rs4_release,17134,254,Professional,PROFESSIONAL,Upgrade,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,3844,0,,0,0,0,0,0,15,1
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,33111,0,,0,0,0,0,1,10,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Upgrade,37,158,Notify,0,IS_GENUINE,Retail,,0,Unknown,0,142,41913,0,0,0,0,0,0,0,7,1
amd64,rs4_release,17134,286,CoreSingleLanguage,CORE_SINGLELANGUAGE,Refresh,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,15897,1,,0,0,0,0,1,10,1
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,UUPUpgrade,9,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,0,142,9562,0,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,33084,1,0,0,0,0,0,0,10,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,IBSClean,36,151,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,554,33105,0,,0,0,0,0,0,3,0
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,807,52423,1,,0,0,0,0,1,10,0
amd64,rs3_release,16299,125,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,513,9846,0,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,1,5,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,355,19973,0,0,0,0,0,0,0,11,0
amd64,rs3_release,16299,371,Professional,PROFESSIONAL,UUPUpgrade,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,19948,0,,0,0,0,0,0,7,1
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29,125,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,628,12952,1,0,0,0,0,0,1,3,1
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,556,63515,1,0,0,0,0,0,1,10,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,355,20388,0,0,0,0,0,0,0,8,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,IBSClean,14,49,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,9752,0,,0,0,0,0,0,4,1
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,12300,1,,0,0,0,0,0,1,0
amd64,rs4_release,17134,228,ProfessionalN,PROFESSIONAL_N,UUPUpgrade,8,31,FullAuto,0,INVALID_LICENSE,Retail,0,0,Retail,0,628,19190,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,137,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,554,33051,1,0,0,0,0,0,0,8,1
amd64,rs1_release,14393,2007,Core,CORE,Update,7,30,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,33075,1,0,0,0,0,0,0,15,1
amd64,rs4_release,17134,137,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7360,1,,0,0,0,0,0,13,0
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,513,12456,1,0,0,0,0,0,0,11,1
amd64,rs2_release,15063,850,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,,554,33015,1,,0,0,0,0,0,13,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,5,26,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63458,1,,0,0,0,0,1,3,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Reset,15,58,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,6897,1,,0,1,0,0,0,11,0
amd64,th1,10240,16384,Professional,PROFESSIONAL,IBSClean,37,158,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0,0,NOT_SET,0,628,14039,0,0,0,0,0,0,1,7,1
amd64,rs3_release,16299,15,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,35,148,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,15826,1,,0,0,0,0,1,11,1
x86,rs4_release,17134,165,Professional,PROFESSIONAL,Upgrade,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,789,8126,0,,1,0,1,0,0,15,0
amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,26,119,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,4589,1,,0,0,0,0,0,10,0
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33006,1,,0,0,0,0,1,1,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,554,33139,1,,0,0,0,0,0,3,1
amd64,rs4_release,17134,228,Core,CORE,IBSClean,24,109,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,51377,0,,0,0,0,0,0,15,1
amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,7,30,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33120,1,0,0,0,0,0,1,8,1
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33032,1,,0,0,0,0,1,4,1
x86,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,1080,25476,0,,0,0,0,1,0,8,1
amd64,rs4_release,17134,285,Core,CORE,Reset,27,120,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,38454,1,,0,0,0,0,1,15,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Refresh,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,42284,0,,0,0,0,0,0,6,1
amd64,rs3_release_svc_escrow,16299,547,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63370,1,,0,0,0,0,0,10,0
amd64,th2_release_sec,10586,1176,Professional,PROFESSIONAL,Update,26,119,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,4624,0,0,0,0,0,0,0,10,1
amd64,rs2_release,15063,483,Core,CORE,Other,14,49,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,62888,1,,0,1,0,0,0,15,0
x86,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,,41658,0,,0,0,0,1,1,3,0
amd64,rs4_release,17134,112,Core,CORE,Upgrade,25,115,Notify,0,IS_GENUINE,Retail,,0,Unknown,,628,21625,1,,0,0,0,0,0,3,1
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Reset,9,34,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,628,37111,0,,0,0,0,0,1,10,1
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,UUPUpgrade,29,125,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,12945,0,0,0,0,0,0,0,3,1
amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,Upgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,677,9758,1,,0,1,1,1,0,11,0
amd64,rs2_release,15063,909,Professional,PROFESSIONAL,Update,29,125,Notify,0,IS_GENUINE,Retail,,0,Retail,,628,14034,0,,0,0,0,0,0,3,0
amd64,rs1_release,14393,693,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,500,33118,0,0,0,0,0,0,0,13,1
amd64,rs4_release,17134,167,Core,CORE,Upgrade,19,74,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,807,58358,0,,0,0,0,0,1,9,1
amd64,th1_st1,10240,17443,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,NOT_SET,0,556,63653,1,0,0,0,0,0,1,11,1
amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,142,69505,0,,0,0,0,0,0,1,1
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,35,148,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,70297,1,0,0,0,0,0,0,11,1
amd64,rs2_release,15063,1029,Core,CORE,Update,19,74,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,556,13908,1,0,0,0,0,0,0,9,1
amd64,rs3_release_svc_escrow,16299,431,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,20050,1,,0,1,0,0,0,1,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,57647,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,7,30,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,3944,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63175,1,,0,0,0,0,1,3,0
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33116,1,,0,0,0,0,0,8,1
amd64,rs3_release,16299,192,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,628,16011,1,,0,1,1,0,0,1,1
amd64,rs3_release_svc_escrow,16299,611,Professional,PROFESSIONAL,Reset,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,127,63122,0,,0,0,0,0,0,12,0
amd64,rs3_release_svc_escrow,16299,461,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33097,1,0,0,0,0,0,1,10,0
amd64,rs3_release,16299,371,Core,CORE,UUPUpgrade,5,26,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,28480,1,,0,0,0,0,0,6,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,52704,0,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,3113,0,0,0,0,0,0,0,11,0
amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,NOT_SET,0,93,17557,0,0,0,0,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,492,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0,Retail,,142,7669,0,,0,0,0,0,0,3,0
amd64,rs2_release,15063,994,Core,CORE,Update,3,20,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,31610,1,,0,0,0,1,1,3,1
x86,rs1_release,14393,321,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,803,63140,0,0,0,0,0,0,0,11,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Upgrade,7,30,FullAuto,0,INVALID_LICENSE,Volume:GVLK,,0,Retail,,,,0,,0,0,0,0,0,1,1
amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Reset,8,31,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,355,11510,1,,,0,0,0,,,0
amd64,th2_release_sec,10586,679,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,355,4339,1,0,0,0,0,0,1,1,0
amd64,rs3_release,16299,309,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,897,4357,0,0,0,0,0,0,0,12,1
amd64,rs4_release,17134,191,Core,CORE,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33041,1,,0,0,0,0,0,13,0
x86,rs4_release,17134,112,Core,CORE,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,,798,63069,0,,0,0,0,0,0,10,0
amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,31,130,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,355,19931,0,0,0,0,0,0,0,3,0
amd64,rs3_release_svc_escrow,16299,579,Core,CORE,Upgrade,9,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,0,556,64560,1,0,0,0,0,0,0,15,0
amd64,rs3_release,16299,192,Professional,PROFESSIONAL,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,486,52966,1,,0,0,0,0,0,8,0
amd64,rs4_release,17134,167,Professional,PROFESSIONAL,IBSClean,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,9435,0,,0,0,0,0,0,15,1
amd64,rs4_release,17134,285,Core,CORE,CleanPCRefresh,8,31,FullAuto,0,OFFLINE,Retail,,0,Retail,,556,7314,0,,0,0,0,0,,,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Upgrade,12,44,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33118,1,,0,0,0,0,0,15,0
amd64,rs2_release,15063,632,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Update,37,158,Notify,0,IS_GENUINE,Retail,,0,Retail,,628,41135,1,,0,0,0,0,0,7,1
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,9,34,UNKNOWN,0,OFFLINE,Retail,,0,Unknown,,500,33178,0,,,0,0,0,0,10,1
amd64,rs3_release,16299,15,Professional,PROFESSIONAL,IBSClean,37,158,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,355,20951,0,,0,0,0,0,1,7,1
amd64,rs4_release,17134,165,Core,CORE,IBSClean,15,58,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,71048,0,,0,0,0,0,0,11,1
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,UUPUpgrade,3,20,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,,0,Retail,0,628,12950,1,0,0,0,0,0,0,3,1
amd64,rs3_release,16299,665,Core,CORE,Other,4,24,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,556,63086,1,,0,0,0,0,0,15,0
amd64,rs4_release,17134,285,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33098,1,0,0,0,0,0,0,1,0
amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,3844,0,0,0,0,0,0,0,7,0
amd64,rs4_release,17134,191,Professional,PROFESSIONAL,IBSClean,37,158,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,355,6987,0,,0,0,0,0,1,7,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33043,1,0,0,0,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,611,Core,CORE,Reset,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,134,7136,1,,0,0,0,0,1,11,1
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,486,54129,1,,0,0,0,0,1,8,1
amd64,rs2_release,15063,786,Core,CORE,Upgrade,14,49,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,60613,1,,0,1,1,1,0,5,1
amd64,rs1_release,14393,2007,Core,CORE,Update,14,49,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,556,57180,1,0,0,1,0,0,0,5,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,0,142,69510,0,0,0,0,0,0,0,1,1
amd64,rs4_release,17134,228,Core,CORE,Reset,5,26,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,26420,1,,0,0,0,0,0,6,1
amd64,rs4_release,17134,165,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,37,158,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,8685,1,,0,0,0,0,0,7,0
amd64,rs2_release,15063,909,Core,CORE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,33070,1,,0,0,0,0,0,1,0
x86,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,6,28,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,500,33076,0,0,0,0,0,0,0,3,1
x86,th2_release_sec,10586,1176,Core,CORE,Other,20,83,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,31701,1,0,0,0,0,1,0,1,0
amd64,rs4_release,17134,165,Core,CORE,CleanPCRefresh,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,897,7145,0,,0,0,0,0,0,12,1
amd64,rs4_release,17134,228,Core,CORE,Upgrade,14,49,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,628,16986,1,0,0,0,0,0,1,5,1
amd64,rs4_release,17134,112,Core,CORE,IBSClean,39,160,UNKNOWN,0,OFFLINE,Retail,,0,Retail,,142,11216,0,,0,0,0,0,0,7,0
amd64,rs1_release,14393,953,Professional,PROFESSIONAL,Update,37,158,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,628,35929,0,0,0,0,0,0,0,7,0
amd64,rs4_release,17134,254,Professional,PROFESSIONAL,UUPUpgrade,5,26,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,53071,0,0,0,0,0,0,1,6,0
amd64,rs4_release,17134,137,Core,CORE,Update,18,72,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,42166,1,0,0,0,0,0,0,15,1
amd64,rs4_release,17134,167,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,14689,0,,0,0,0,0,0,13,0
amd64,rs3_release,16299,309,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,10,35,UNKNOWN,0,IS_GENUINE,OEM:DM,0,0,Retail,0,554,33070,1,0,0,0,0,0,1,10,0
amd64,rs3_release,16299,192,Professional,PROFESSIONAL,Other,26,119,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,369,2610,0,,0,0,0,0,1,10,1
x86,rs3_release,16299,431,Professional,PROFESSIONAL,Update,37,158,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,355,19946,0,0,0,0,0,0,0,7,0
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,24,109,Notify,0,IS_GENUINE,Retail,,0,Retail,0,500,33133,0,0,0,0,0,0,0,15,0
amd64,rs4_release,17134,228,Core,CORE,Update,18,72,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,52848,1,0,0,0,0,0,1,15,1
x86,rs4_release,17134,191,Professional,PROFESSIONAL,Clean,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,500,33111,0,,0,0,0,0,0,15,1
amd64,rs1_release,14393,2189,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,807,51633,0,0,0,0,0,0,0,11,0
amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,,803,63599,0,,0,0,0,0,0,15,1
amd64,rs3_release,16299,125,Core,CORE,Update,39,160,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,52852,1,0,0,0,0,0,0,7,1
amd64,rs1_release,14393,1480,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,35,148,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,25709,0,0,0,0,0,0,0,11,0
amd64,rs4_release,17134,286,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,9,34,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,56688,1,,0,0,0,0,0,10,1
amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,26,119,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,142,5222,0,,0,0,0,0,0,10,1
amd64,rs2_release,15063,540,Core,CORE,Update,33,140,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,500,33105,0,0,0,0,0,0,0,3,0
amd64,rs3_release_svc_escrow,16299,492,Core,CORE,Reset,9,34,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,628,12303,1,,0,0,0,0,0,10,0
amd64,rs4_release,17134,167,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10,35,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33054,1,,0,0,0,0,1,10,1
amd64,rs3_release_svc_escrow,16299,547,Professional,PROFESSIONAL,IBSClean,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,486,48732,0,,0,0,0,0,0,1,1
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,14,49,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0,Retail,,142,35032,0,,0,0,0,0,1,5,1
amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,18,72,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33098,1,0,0,0,0,0,0,15,0
amd64,rs3_release,16299,192,Professional,PROFESSIONAL,IBSClean,29,125,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,554,33135,0,,0,0,0,0,0,3,1
amd64,rs4_release,17134,1,Core,CORE,Upgrade,18,72,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,7669,1,,0,0,0,0,0,15,0
x86,rs3_release,16299,431,Core,CORE,Update,20,83,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,27640,1,0,0,1,0,1,0,1,1
amd64,rs4_release,17134,48,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37,158,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Unknown,,554,33015,1,,0,0,0,0,0,7,0
amd64,rs4_release,17134,165,Professional,PROFESSIONAL,Reset,26,119,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,556,64721,0,,0,0,0,0,0,10,1
amd64,rs2_release,15063,1266,Professional,PROFESSIONAL,IBSClean,20,83,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,42990,0,,0,0,0,0,1,1,1
amd64,rs2_release,15063,1206,Professional,PROFESSIONAL,IBSClean,26,119,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,360,3828,0,,0,0,0,0,1,10,1
x86,rs3_release,16299,371,Core,CORE,Update,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,0,127,51107,0,0,0,0,0,0,1,10,1
amd64,rs3_release_svc_escrow,16299,492,Professional,PROFESSIONAL,Update,24,109,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,33357,0,0,0,0,0,0,1,15,0
amd64,rs2_release,15063,1206,Core,CORE,Update,7,30,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,0,486,48786,1,0,0,0,0,0,0,3,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,8,31,FullAuto,0,INVALID_LICENSE,Retail,,0,Retail,,628,8829,0,,0,0,0,0,0,8,1
amd64,rs4_release,17134,165,Core,CORE,IBSClean,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,554,33121,1,,0,1,0,0,0,13,0
amd64,rs3_release_svc_escrow,16299,611,Professional,PROFESSIONAL,Other,8,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,,355,7413,1,,0,0,0,0,0,13,0
x86,rs3_release,16299,547,Core,CORE,Reset,25,115,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0,Retail,,142,6613,1,,0,1,0,1,0,3,0
amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,0,355,9288,0,0,0,0,0,0,0,10,1
amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,10,35,FullAuto,0,IS_GENUINE,OEM:DM,0,0,Retail,0,93,33006,1,0,0,0,0,0,0,10,1
