class_name,width,height,bbox_x,bbox_y,bbox_w,bbox_h,bbox_size,occlusion,truncation,crowding,length,x,y,z,yaw,object_amount,brightness,rms_contrast,mean_red_relative_intensity,mean_blue_relative_intensity,mean_green_relative_intensity
car,0.973561864,1.498590805,0,484.8688993,77.43420593,109.3217225,8465.240771,0,1,0,2.208601517,4.004094312,18.90910247,0.805176138,2.880525052,5,151.5151672,10.27089691,0.35060218,0.35060218,0.340742111
car,1.713069394,1.836337231,1539.160494,480.995122,123.7860082,110.1073171,13629.74526,1,0,0,4.05259162,25.69875755,6.219170842,0.765978049,3.097175972,5,155.5763397,10.43317795,0.351701885,0.351701885,0.339678764
rider,0.732856532,1.558676628,1824.728589,481.2007063,14.90711703,45.13243084,672.7944283,0,0,0,1.146238378,-40.8957827,-5.150316932,0.230248003,0.187432171,4,155.6643677,9.130324364,0.34881705,0.34881705,0.340124547
car,1.8,1.911206879,1883.465948,512.039898,36.53405162,75.86039471,2771.487576,0,1,1,4.275563559,34.6595131,-1.466962808,0.393338408,-0.066544202,3,151.9872437,9.811711311,0.348725498,0.348725498,0.342508376
truck,2.699855987,3.922412843,12.98341278,63.47460348,1258.001313,661.5253965,832199.8177,0,0,0,10.82637258,9.332672026,8.491101721,1.644366836,3.112509947,6,150.8301239,10.73158741,0.350950658,0.350950658,0.341235787
truck,1.996875,1.6,47.89587852,560.488746,29.15401302,36.11575563,1052.91921,0,0,1,4.2,79.40719907,-1.00657451,0.703653962,0.016062875,5,156.5778198,10.52655888,0.347105145,0.347105145,0.339261621
car,1.8,1.507251232,0,407.5892821,508.1250296,349.0431261,177357.5488,0,1,0,4.79646688,3.063759373,6.677512672,0.549493165,-0.015018374,9,156.1177368,8.705368042,0.340207517,0.340207517,0.340709567
car,1.8,1.598943889,1261.839972,520.037594,120.8036658,52.78195489,6376.253641,0,0,0,4.508029853,34.69297007,17.47033858,0.573116715,3.111577024,7,148.4660187,14.80066967,0.349551976,0.349551976,0.339417934
truck,2.69534591,3.689167555,1165.905741,433.0951878,253.0942588,115.9154858,29337.54396,1,0,1,9.111626515,-34.61145909,-24.50199543,0.506368721,-1.558526573,3,150.9940033,11.74984646,0.348601103,0.348601103,0.340442032
car,1.8,1.45508952,1489.932625,581.6917098,58.61666724,38.07518979,2231.84073,0,0,0,4.2,-13.94818395,48.00406796,-0.035894697,-1.447565622,11,150.5597229,12.85667419,0.343308896,0.343308896,0.339778721
car,1.8,1.6,113.8758452,557.9656135,142.1241548,71.03438649,10095.70214,0,0,0,4.2,32.34220104,-4.896872726,0.406182476,2.027635077,9,152.6229401,13.53471279,0.345689267,0.345689267,0.338946402
tricycle,1.468158354,1.785784721,1807.849007,528.9094591,13.74552555,24.68035869,339.2445009,0,0,0,2.8,93.90022221,3.593185813,0.714721352,3.073322847,3,151.8628845,10.73571396,0.348986268,0.348986268,0.339533418
car,1.8,1.398997571,1238.946957,451.8117975,221,79.8117975,17638.40725,0,0,0,4.531039747,-19.02794379,-13.3134107,0.545997139,1.588249619,3,148.3585205,10.24041176,0.35255906,0.35255906,0.339724243
pedestrian,0.712460064,1.651118211,297.7272987,561.4305618,14.45176317,51.76633207,748.1147713,0,0,0,0.6,43.78294345,-10.65139269,0.381626951,-0.24127368,13,153.3756104,9.305609703,0.343502671,0.343502671,0.33835116
truck,2.649327014,3.451260768,641.1663306,456.156342,219.5506912,161.4657814,35449.92391,1,0,0,6.042070612,-20.93570552,18.49705967,1.412936533,3.135861695,4,155.9085541,10.76002502,0.346402079,0.346402079,0.33937335
car,1.8,1.6,692.4061373,555.1119323,58.58995663,31.95148912,1872.036362,0,0,0,4.2,-48.54472086,35.63253812,0.458488203,2.859837284,10,152.9780579,7.846978188,0.342789501,0.342789501,0.341392547
rider,0.8,1.6,1030.89617,494.7782995,8.103830051,26,210.6995813,1,0,0,1.6,-57.60940083,-59.20236385,-0.846205748,-2.622446539,5,152.5079956,10.51301956,0.348179817,0.348179817,0.340399534
car,0.932520857,1.498590805,1547.553762,533.8933428,135.0384902,106.5256931,14385.06876,0,0,0,2.212511189,-1.627392916,18.93652909,0.617685538,2.972005388,4,154.8105927,11.2114563,0.351141781,0.351141781,0.339183658
pedestrian,0.772130506,1.771369424,213.5652174,550.083709,13.91304348,37.55312299,522.4782329,0,0,0,0.719074862,-50.72962992,10.8454366,0.603552371,3.021994494,8,153.6665344,10.9021244,0.345656961,0.345656961,0.338371903
rider,0.895356589,1.585060519,143,521.7035555,55.9683471,73.57311047,4117.765384,2,0,0,1.700696907,8.65567434,27.06924349,0.495532303,0.126716236,5,155.4889221,8.789032936,0.352594018,0.352594018,0.340034544
car,1.8,1.55078125,754.1491351,302.787234,1164.850865,691.7446809,805779.3898,0,1,0,4.38046875,1.823944595,3.919154938,0.564168983,-0.031118356,12,147.877182,14.3284483,0.351849496,0.351849496,0.335052997
car,1920,1080,1159.109109,590.1544762,49.39766705,34.81161893,1719.612761,0,0,1,,,,,,11,154.8944702,8.351276398,0.342751414,0.342751414,0.341421545
car,1.828524152,1.756623505,1741.08484,437.693575,104.1446453,116.5403624,12137.05471,0,0,1,4.600260067,-17.38794248,-3.515143099,0.61381485,-0.030370406,8,148.1347351,14.657938,0.348311365,0.348311365,0.340498388
truck,2.862061803,3.80424769,1782.322194,498.0745342,25.83890304,56,1446.97857,0,0,0,11.89950833,103.4617497,5.774915239,1.700363553,3.139657695,3,159.4139099,8.802247047,0.354900271,0.354900271,0.339228004
car,1.851657628,1.6,234.8057208,565.9987825,39.31436914,32.45621267,1275.995526,0,0,0,4.2,-52.11034874,9.742287163,0.204282485,3.01781211,8,153.9193878,8.646676064,0.342828453,0.342828453,0.341159403
bus,2.6921875,3.097370457,121.6052416,520.8733624,77.57575758,89.08296943,6910.678841,0,0,2,12.08428025,54.11618792,-5.615137489,1.387920522,-0.003203712,7,142.0660553,10.87658596,0.349099636,0.349099636,0.339852095
truck,2.3,3.17541907,1782.189781,371.2864865,95.76642336,171.8325508,16455.7888,0,0,0,6,-22.88891596,-3.245813956,1.327163521,0.009280476,14,142.4861298,12.47143555,0.349380493,0.349380493,0.339744449
tricycle,1.44661417,1.543730485,121.6404527,559.3310687,18.34484786,26.2451006,481.4623776,0,0,0,2.468712586,-80.34011685,8.013528694,0.223611981,3.091045194,4,151.1424255,12.75213528,0.34940505,0.34940505,0.337848365
bicycle,0.6,1.064392765,859.002477,461.6823239,78.33250766,75.33498146,5901.178012,,,,2.015340238,-9.467296473,-15.21697216,0.540134691,0.224197831,8,148.3674164,10.24466324,0.35253638,0.35253638,0.339725465
truck,2.957801424,3.471809416,210.598037,534.726591,43.16324296,48.55720054,2095.886244,1,0,0,6.042070612,-83.97974279,17.35614499,1.18499696,3.135861695,2,155.4196472,10.53634739,0.345826894,0.345826894,0.339523464
car,1.8,1.6,1887.109905,482.8580042,25.72591588,23.76846548,611.4655434,0,0,1,4.2,-70.14368685,-2.596439229,0.430519859,0.067577379,1,157.2296753,11.14725685,0.345842749,0.345842749,0.341679782
car,1.8,1.508638376,1675.044348,535,27.97782625,23.62777072,661.0536637,0,0,0,4.2,86.53516397,14.09045557,0.259012336,-3.079865308,11,149.3099823,13.02943611,0.349238753,0.349238753,0.339955896
car,1.8,1.468184124,0,251.7407499,888.1144773,718.2592501,637896.4384,0,1,0,4.690220519,2.472331234,3.922852534,0.555966428,0.021424821,3,148.4109497,10.44721317,0.34867391,0.34867391,0.339308202
truck,2.15696397,2.393275346,1167.761709,493.7439231,183.2274794,113.2560769,20751.62549,0,0,1,6,-11.51601758,25.41990608,1.248898792,-1.614001311,12,153.9037933,10.58897591,0.345467716,0.345467716,0.340043306
car,1.8,1.6,923.0763106,149.4335034,995.9236894,930.5664966,926773.2185,0,1,0,4.2,2.331070745,-3.235389316,0.551519881,0.010870772,9,152.6229401,13.53471279,0.345689267,0.345689267,0.338946402
car,1.8,1.6,1542.703551,531.4505926,63.74704079,25.98814848,1656.667561,2,0,0,4.59375,69.20502662,19.01322002,0.269331419,-0.753292082,4,156.3975372,8.695652008,0.35579735,0.35579735,0.339342237
car,1.8,1.416467281,315.3756446,558.5951912,84.90363002,58.56883213,4972.706454,1,0,1,4.602555911,36.17500929,-10.330029,0.370510269,-0.050763942,10,153.8320923,9.535725594,0.346711636,0.346711636,0.33887291
tricycle,1.337119528,1.571818496,136.2104717,559.223577,13.78952834,26.18428203,361.0688993,1,0,0,2.8,78.34449365,-7.144340306,0.999329815,-0.090081241,1,148.1694031,12.35733414,0.352536827,0.352536827,0.337398887
truck,2.556886293,3.535447151,1318.26748,395.4140127,318.6170856,211.1656051,67280.96967,0,0,1,15.25540728,29.5203609,9.237962701,1.451163662,3.11055112,4,150.0244141,12.14851761,0.354697913,0.354697913,0.339226693
car,1.912858512,1.6,179.3531716,543.6953204,27.71852613,25.29216569,701.0615557,0,0,0,4.2,-83.58504269,13.97568506,1.439286068,-3.064266885,4,147.2896423,9.59658432,0.346575856,0.346575856,0.335800052
car,1920,1080,59.92932862,551.8743455,14.69964664,17.52879581,257.6671045,0,0,1,,,,,,6,150.0208282,11.60819149,0.348379791,0.348379791,0.33804217
tricycle,1.613054631,1.545217633,77.12630359,572.9855868,16.31517961,22.23747426,362.8083866,0,0,0,2.8,98.52907023,-3.173458652,0.759361539,-0.051994022,5,150.7142792,11.44647408,0.348764986,0.348764986,0.337820441
bus,2.2,2.784173652,1423.524158,452.951679,154.1010054,121.5241605,18726.99532,1,0,0,5.754676919,31.3027059,10.36540253,1.116135595,-0.028568464,6,151.6123352,13.28887367,0.347856969,0.347856969,0.340849847
pedestrian,0.776329108,1.719208807,354.1919936,553.8680445,14.7079262,38.5359581,566.7840277,1,0,0,0.961565283,52.67034806,-15.34345191,0.81969243,0.002475242,5,151.2896576,10.40337372,0.360075891,0.360075891,0.336335123
car,1.8,1.681595757,1473.856178,561.9881638,115.3694981,89.69493614,10348.05976,0,0,1,4.2,-5.288585101,25.2989788,0.179182798,1.570796327,7,149.1467133,12.65316296,0.342360556,0.342360556,0.339706481
car,1.851657628,1.6,444.6897194,565.8441899,41.27915829,31.11578548,1284.433434,0,0,0,4.2,-50.86206731,20.89109829,-0.023681434,2.767648251,11,154.8944702,8.351276398,0.342751414,0.342751414,0.341421545
bicycle,0.6,0.999115044,431.1143807,564.884486,52.12952598,43.19844503,2251.914462,,,,1.461946903,34.14966621,-12.68122925,0.37964078,1.581153226,12,153.7342834,9.124682426,0.345928669,0.345928669,0.3395634
bicycle,0.595710106,1.140789006,0,480.2996207,145.5428359,212.7003793,30957.01639,,,,1.803263647,3.411292925,-6.940165885,0.271963913,0.26682582,2,147.2714844,10.53040981,0.354145765,0.354145765,0.339244008
car,1.8,1.87098032,0,0,1273.242097,1069.090502,1361211.033,0,1,0,3.851596731,2.359474118,-3.219683942,0.661314197,-0.014650966,6,143.4940643,13.38194942,0.355405778,0.355405778,0.339785725
truck,2.99648241,3.559155825,393.5856671,529.9303032,161.7329092,73.7250687,11923.76984,1,0,0,9.237860473,-59.36252889,27.04417004,0.707936624,1.570796327,3,146.9292908,12.40659237,0.351398885,0.351398885,0.337448478
car,1.841136745,1.46112588,123.8151421,528.0401443,129.6694059,110.540151,14333.67571,0,0,0,4.2,-15.65470569,3.322222928,0.502961057,0.023553657,3,155.3039398,11.63134575,0.343586117,0.343586117,0.339199603
bus,2.842593354,3.135715505,0,0,1229.128593,1078.594185,1325730.952,0,1,0,9.622533741,2.468205129,4.315078076,1.304598916,3.130030675,8,149.6682739,13.18879032,0.348481745,0.348481745,0.339656442
car,1.8,1.63934191,1150.010831,548.3790006,166.8292617,72.06404253,12022.39101,1,0,1,4.364998564,21.97726884,-28.04446816,0.453115375,0.795347458,11,154.548996,10.90041637,0.344533026,0.344533026,0.338304043
car,1.853435544,1.679981565,1679.595458,449.4585694,98.0530426,91.54143061,8975.915795,0,0,0,4.2,-20.87471994,-5.61461451,0.552626565,0.000375155,5,154.0345917,11.47342682,0.351732463,0.351732463,0.338873029
car,1.8,1.6,602.3388754,562.9986681,63.32756959,24.66577873,1562.023819,1,0,0,4.2,76.49595503,-42.2538143,0.716803581,1.167183456,12,153.5823669,11.50881958,0.345073909,0.345073909,0.340548515
car,1.8,1.474996798,1475.991783,499.8452534,136.3818378,96.38183308,13144.73153,1,0,0,4.2,23.54352504,6.703163206,0.629777836,3.045790728,2,158.9125214,9.628282547,0.357048333,0.357048333,0.33940506
pedestrian,0.612070561,1.846253267,1624.415056,421.4475271,29.29806714,110.0844391,3225.261287,0,0,0,0.448473425,-18.31279206,-7.012321487,0.864004517,-0.247296274,10,150.0543518,11.5251379,0.350873768,0.350873768,0.339788854
truck,2.756355846,3.896139685,35.74195877,518.6129183,43.25804123,66.22583656,2864.799968,1,0,1,12.65283415,-75.55418992,3.081559734,1.84050883,-0.172650743,2,152.095459,12.36657333,0.347179234,0.347179234,0.338418633
car,1.988785609,2.361027943,1153.678172,245.3282841,505.3218277,467.4499764,236212.6764,0,0,0,5.767486962,10.9348096,3.862519963,0.97893129,-0.021640415,3,148.4109497,10.44721317,0.34867391,0.34867391,0.339308202
tricycle,1.373536135,1.681835469,75.24652339,561.0494753,28.31858407,48.57571214,1375.595388,0,0,0,2.8,54.36117945,-2.480348632,0.491943002,-0.140602844,2,148.7564087,11.70347404,0.350811929,0.350811929,0.339344174
car,1.962942325,2.227526549,185.0511408,496.951049,116.31786,114.041958,13265.1165,1,0,0,5.328439476,-22.26193453,5.940109995,0.890759272,3.128343416,5,152.69841,12.01483154,0.350499302,0.350499302,0.338723153
truck,3.024370643,3.790548903,251.5240621,409.6827173,278.841354,223.3172827,62270.09349,0,0,0,10.81486485,-19.84359312,8.173587851,1.548329006,3.120197141,4,148.4678192,12.51231289,0.348454684,0.348454684,0.338517249
truck,2.630176094,3.4375,0,370.8031774,67,290.7325684,19479.08208,0,1,0,6,20.16669939,0.483362077,1.462458322,0.007001129,1,159.1713562,9.812567711,0.345762461,0.345762461,0.339929342
car,1.841136745,1.42640735,98.91745204,544.9391156,69.55223377,67.33638759,4683.396171,0,0,0,4.2,-27.42684362,3.42217306,0.400673401,0.023553657,3,155.3983765,11.58812809,0.343541592,0.343541592,0.33921653
truck,2.615441963,3.635786616,47.36,519.0995261,35.41333333,56.30331754,1993.888152,0,0,0,9.007119585,-75.94139214,2.064674881,1.744815289,-3.108070801,1,146.065094,12.96851444,0.347541153,0.347541153,0.338796735
car,1.923439063,1.843992902,68.6492622,550.3531786,20.34052213,26.51866801,539.4035537,0,0,2,4.626987578,-84.34923515,3.424438789,0.798964231,3.129723775,3,154.9606323,10.56138515,0.346425712,0.346425712,0.338265389
car,1.8,1.605186397,726.8662588,552.9297041,128.9646476,71.00794658,9157.514807,1,0,0,3.935705419,30.4146497,-20.73983264,0.391581272,-1.236173397,16,153.5804138,9.683974266,0.343479633,0.343479633,0.338311464
car,1.834493936,1.595905822,640.2518135,550.8639978,131.7091254,63.02522514,8300.997279,1,0,1,4.2,34.21110491,-20.57988047,0.377645325,-1.326250502,16,153.5804138,9.683974266,0.343479633,0.343479633,0.338311464
car,1.979007045,1.6,1823.475083,534.1640101,18.45157454,19.53639017,360.4771594,0,0,0,4.2,102.859762,1.992306197,0.266173998,-0.070416034,6,155.3894043,8.828249931,0.345756739,0.345756739,0.339860797
truck,2.3,2.5,1818.254911,452.3376623,88.58839653,141.1363636,12503.04415,0,0,0,6,27.07863379,0.564133438,1.025543625,0.000991226,6,154.6089478,11.16251755,0.352693647,0.352693647,0.339595348
car,1.501378312,1.901207311,122.6606539,554.0681363,102.4577227,65.65130261,6726.482955,0,0,0,4.049396345,42.06951897,-5.315321827,0.592220784,1.838940568,4,148.3854675,9.563126564,0.353477627,0.353477627,0.338991553
pedestrian,0.6,1.6,1483.826908,567.0232859,23,59.80445139,1375.502382,1,0,0,0.6,-7.034208534,31.56825019,0.146078817,3.079367792,4,150.7422943,12.88170338,0.342101455,0.342101455,0.340041518
car,1.8,1.6,1663.276467,532,30.34958073,29.97563261,909.7478819,0,0,0,4.2,63.88832236,11.07852148,0.357092882,3.141592654,6,154.447403,11.71151829,0.352532387,0.352532387,0.34337002
truck,2.412574306,3.21142182,1819.908676,412.1244926,67.94520548,121.2990528,8241.689065,0,0,0,6.005871889,-32.91559913,-3.356109465,1.118087511,-0.050167077,2,142.6021118,10.09156513,0.353544295,0.353544295,0.340302587
truck,2.95077778,3.613069276,1781.393871,483.7772397,44.89443814,72.78450363,3267.619396,0,0,0,8.55783655,71.37892398,3.463542189,1.830368883,3.11282086,3,149.6574097,9.849907875,0.352066368,0.352066368,0.339709252
bus,2.74668167,3.220625838,171.284187,480,149.0810913,139.6009852,20811.86723,0,0,0,11.7240466,35.81624338,-6.441529985,1.380246685,-0.031373728,5,151.2896576,10.40337372,0.360075891,0.360075891,0.336335123
car,1920,1080,1881.339615,540.8903439,16.17880123,18.9969109,307.3472453,0,0,0,,,,,,1,147.8821564,9.32719326,0.346947819,0.346947819,0.339958638
truck,2.3,3.220611719,409.8915906,0,1509.108409,1080,1629837.082,0,1,0,8.968748707,2.267696273,3.635984717,1.362178682,0.03932398,3,148.8433838,17.90935707,0.354619503,0.354619503,0.340877473
car,1.910645921,1.685740179,1805.484121,525.50585,28.25716499,36.42119752,1029.159787,0,0,0,4.2,61.5985502,2.270889565,0.547122874,-0.052987841,3,148.2124481,10.24764442,0.346965015,0.346965015,0.341901064
car,1.8,1.6,401.5396615,562.4603397,37.58645957,29.61898102,1113.272633,1,0,0,4.2,62.96194535,-21.72538726,0.771812356,-0.472579689,7,154.7766113,10.01122665,0.348500937,0.348500937,0.339449257
tricycle,1.478514588,1.651309911,1847.54717,475.8234295,22.01098639,36.67232598,807.1940678,0,0,0,2.8,-55.02547948,-4.804377032,0.421202861,0.043939024,1,154.2742462,11.74972248,0.348820478,0.348820478,0.340654582
tricycle,1.3,1.518580559,247.2669825,572.1521836,24.02368843,33.88578701,814.0615893,0,0,0,2.8,67.21131214,-13.64162436,0.230938215,3.036372131,16,152.4670563,13.46244526,0.345648646,0.345648646,0.338936746
bus,1920,1080,151.5219842,561.883679,31.74746336,31.11632101,987.8642611,0,0,0,,,,,,2,154.7768097,10.21092701,0.34510836,0.34510836,0.340798378
car,1.8,1.781766997,138.9819948,475.4398759,243.4157745,208.1887198,50676.41846,0,0,0,4.611927173,-8.67635201,3.071046366,0.664139889,0.007457628,1,147.5982819,13.81218529,0.350504994,0.350504994,0.339699507
car,1.8,1.6,1827.688899,539.0287798,18.6325662,20.90993574,389.605762,0,0,2,4.2,91.02587972,1.575017291,-0.111336913,0.087767513,4,148.1422119,12.60666752,0.348257005,0.348257005,0.338378161
rider,0.960093044,1.639146344,1901.68811,445.9174784,18.31189002,73.77063039,1350.879671,0,1,1,1.6,-22.58530647,-1.03358504,0.686615949,-0.063566969,1,149.7720032,10.06225109,0.353005826,0.353005826,0.340353966
truck,1920,1080,47.48483434,573.6099585,13.43910406,25.99170124,349.3051777,0,0,0,,,,,,2,157.386734,9.649086952,0.348637968,0.348637968,0.340286434
pedestrian,0.6,1.6,1640.414169,453.5759533,63.33088155,210.5392374,13333.6355,0,0,0,0.6,12.78917137,2.606395662,0.670447972,-3.120816423,2,143.9849548,12.88646889,0.351869106,0.351869106,0.339423984
pedestrian,0.6,1.6,388.8341544,556.8093385,17.86535304,33.61867704,600.609534,0,0,0,0.745351321,-52.99958222,20.4465051,0.552131354,-3.112719813,3,151.2360229,12.93676662,0.346863449,0.346863449,0.338766932
car,1.8,1.463845822,1803.585237,547.5819033,117,117.9407176,13799.06396,1,1,0,4.483392334,4.335154816,15.24335524,0.596213274,3.065976159,4,152.6526489,12.31551838,0.345664024,0.345664024,0.339326113
rider,0.753168468,1.6,640.7617983,468.9889863,192.839861,321.0431212,61909.91087,0,0,0,1.6,8.975299246,-4.555820871,0.508205523,0.02343321,2,155.9451294,10.24274158,0.347126842,0.347126842,0.33937782
car,1.734714762,1.464982876,1608.331251,492.3689039,147,134.9372284,19835.77257,0,0,1,4.40640864,17.65105236,3.236540495,0.490572827,-0.030920492,3,148.6084137,10.38797855,0.348714024,0.348714024,0.339308381
car,1.870458097,1.549502173,60.84760903,550.1523906,19,21.27141403,404.1568666,0,0,0,4.516400505,-89.19647998,3.043584832,0.811992527,2.996672137,6,155.1959991,11.9058075,0.353511572,0.353511572,0.336253911
car,1.8,1.497141466,499.9579243,364.4255319,1376.871903,687.1914894,946174.6535,0,0,0,4.660456068,0.301321859,3.882427609,0.537313264,-0.031118356,4,148.7882538,13.75908375,0.35160619,0.35160619,0.335570455
car,1.668966002,1.476978229,219.5719962,526.8526865,128.8603027,91.66608943,11812.12004,1,0,0,4.2,-17.15302704,5.862305449,0.552528168,-3.12501825,3,152.089035,13.16112137,0.346844584,0.346844584,0.338339359
car,2.025527299,1.923730913,1785.625841,527.5019952,25.2774355,32.72257389,827.1427509,0,0,0,4.2,84.95342143,4.778727771,0.349860169,3.100272516,7,150.6385956,10.06523228,0.352721065,0.352721065,0.338457465
car,1.8,1.52760181,1832.096386,511.862955,75.56626506,93.27623126,7048.536415,0,0,0,4.2,24.269301,0.268902606,0.43727463,0.049958396,3,154.1615448,10.63224316,0.352306992,0.352306992,0.339054376
car,1.972705862,1.6,1586.082683,465.2492875,41.08346348,29.28168659,1202.993102,1,0,0,4.2,-72.11355034,-22.77775939,1.098023056,-2.515867407,5,155.4186249,10.99233055,0.342829376,0.342829376,0.340726465
pedestrian,0.6,1.6,751.7355723,417.8419572,19.57164399,70.79264888,1385.528521,2,0,0,0.6,-14.57459657,-27.66477455,1.503789594,0.016734839,4,147.0872498,11.25625134,0.354272872,0.354272872,0.339050263
truck,1920,1080,42.10919272,575.4024896,13.43910406,24.19917012,325.2151655,0,0,0,,,,,,2,155.7180328,9.904512405,0.34823513,0.34823513,0.340235829
pedestrian,0.6,1.7279556,241.416443,512.2754703,39.03915651,146.3347009,5712.783291,1,0,0,0.6,17.42979217,-2.944869084,0.506556507,0.773984485,8,153.4692688,9.789191246,0.342280895,0.342280895,0.339743942
car,1.8,1.622199925,1071.970119,453.2443987,143.2966898,54.24439874,7773.042779,1,0,0,4.523622842,-29.04634203,-26.67111826,0.79927527,-0.685765212,3,148.3666229,10.24611473,0.35255301,0.35255301,0.339722008
car,1.8,1.482352941,1437.321429,580.1785714,72.32142857,42.32142857,3060.746173,2,0,0,4.2,-14.9484356,44.32129387,-0.042235992,1.671970006,24,151.0561829,13.14081478,0.343534976,0.343534976,0.339558482
truck,3.102281773,3.598058381,54.66970684,530.0038957,24.97394137,39.98701445,998.6333542,0,0,2,11.07526008,-115.3428055,2.692215095,2.314737258,3.123018267,5,149.7176361,12.93831062,0.355109215,0.355109215,0.335968554
car,1.8,1.445836067,100.124259,521.4906749,129.2339736,117.931616,15240.77135,0,0,1,4.2,-13.89868316,2.888045838,0.566321278,0.035540422,6,148.388382,14.0517807,0.351765186,0.351765186,0.33513391
car,1.8,1.6,0,496.026921,85,43.15889629,3668.506185,0,1,0,4.597322555,4.081053007,-44.942984,-0.192693051,0.525019514,5,151.4081573,10.111413,0.348310947,0.348310947,0.339959711
truck,2.79240065,3.190440461,101.3262643,473.3486228,126.9535355,156.046483,19810.65272,0,0,0,15.9556168,38.57040175,-4.074199005,1.336791783,-0.015324471,4,156.4272003,9.953315735,0.346547931,0.346547931,0.339108765
car,1.8,1.6,1865.423313,479.3456925,18.45398773,21.98473282,405.7059898,0,0,0,4.2,-74.96800476,-4.718163293,0.710043883,-0.047852107,4,149.36763,12.64893436,0.351673752,0.351673752,0.340295881
car,1.968668782,1.6411728,0,585.6811724,77.83436883,78.33747782,6097.348141,0,0,0,4.282857752,30.78049053,-0.31367567,-0.232353587,2.432980338,3,152.0944824,11.00285816,0.352112114,0.352112114,0.336933613
car,1.705769076,1.283185184,70.8950814,551.3248082,21.1049186,20.55246178,433.7580329,0,0,2,4.2,-85.88400144,3.533275965,0.805137076,3.135625107,5,155.4863434,9.672816277,0.34389782,0.34389782,0.338846982
bus,2.542424613,3.333481374,0,341.3916955,75.40554792,321.6083045,24251.05042,0,1,0,7.089676099,19.19802641,0.306511646,1.491140271,-0.037134624,1,158.9650421,10.03419209,0.345857203,0.345857203,0.339906275
rider,0.8,1.6,1319.614006,440,45.05471206,84.37098692,3801.310522,1,0,0,1.748606811,-15.151515,-11.93027952,0.581525249,-3.127847815,4,141.3839722,11.90742874,0.349854857,0.349854857,0.339797139
car,1920,1080,1387.22292,535.36663,139.3807035,49.31676957,6873.806036,1,0,1,,,,,,13,155.327179,11.171731,0.344664037,0.344664037,0.338334501
bus,2.839577377,3.085608465,1856.911893,469.3953488,22.89037511,35.1627907,804.889469,0,0,0,9.436496021,-116.16829,-7.838263577,0.833062498,0.099319006,2,150.0280304,11.89432335,0.351918638,0.351918638,0.340294987
truck,2.480276058,3.043916228,1725.123248,502.8865979,29.69550507,46.39175258,1377.626524,1,0,0,6.65625,76.10515966,8.690549677,1.129749221,0.04245939,5,151.1321411,13.12912846,0.347626895,0.347626895,0.340840489
car,1.8,1.649535604,0,56.03756376,1189.895073,1023.962436,1218407.858,0,1,0,4.2,2.331063668,-3.235175742,0.551481422,0.010870772,2,147.6408997,11.28279114,0.3550632,0.3550632,0.336041182
car,1.8,1.484210796,905.0006846,373.9160339,733.3642897,415.553588,304752.1619,0,0,0,4.223925665,-2.186796994,-3.711352697,0.430441601,-0.014609467,2,150.9443054,13.15473366,0.346670777,0.346670777,0.339096069
car,1.8,1.6,0,541,48.02432613,85.9652333,4128.4224,0,1,0,4.2,29.34794101,0.492878107,0.710221421,0.009638256,5,156.5760193,10.40032673,0.347122133,0.347122133,0.339250207
bus,2.713703951,3.241350854,184.7496296,375.1088793,274.7235556,253.8911207,69749.87142,1,0,0,8.491178899,-14.0143044,5.270719856,1.426463441,-3.138325347,3,150.2995148,12.08484459,0.347069085,0.347069085,0.338198513
truck,1.86416508,1.853921663,86.7902439,527.8195489,81.17073171,114.308849,9278.532918,0,0,0,5.157726563,24.42277255,-2.238398151,0.712460059,-0.019683209,5,149.6764069,10.92799187,0.359131306,0.359131306,0.337142885
car,1.8,1.647086801,1804.144077,528.0633454,24.5971036,29.21807984,718.6801369,1,0,0,4.2,88.67992963,3.886928486,0.285567837,0.060304151,4,156.8155975,8.393642426,0.35937649,0.35937649,0.340369761
rider,0.8,1.808858298,1724.809833,505.8130249,52.84881928,72.99337895,3857.613893,0,0,1,1.636852588,33.73799697,4.281853879,0.675412194,-1.197930532,10,156.0556641,8.693221092,0.340077907,0.340077907,0.340716183
pedestrian,0.6,1.6,1097.802402,555.6398106,14.29748063,37.19669758,531.8190632,1,0,0,0.6,-25.92181068,36.02086282,0.555831709,-2.882483469,1,157.3248596,11.7291193,0.345403731,0.345403731,0.338639289
car,1920,1080,148.7706808,553.7961965,99.39247634,45.20432324,4492.969628,1,1,0,,,,,,8,153.4692688,9.789191246,0.342280895,0.342280895,0.339743942
car,1.877062391,1.515940986,1722.649612,513.7012987,68.41480128,66.62337662,4558.025072,0,0,0,4.2,33.31528294,3.671378583,0.552293614,-0.02539758,5,154.8088226,10.94578743,0.352538943,0.352538943,0.339461505
car,1.8,1.6,1838.887701,518.3420823,44.40524757,52.65791774,2338.287874,0,0,0,4.2,38.16888228,0.211757293,0.631867437,-0.017940013,3,152.0918427,9.369045258,0.348998517,0.348998517,0.338978142
car,1.677718729,1.839332755,1895.398329,568.3647175,25,55.65906838,1391.47671,0,1,0,4.2,2.52193507,-46.26963497,-0.443896763,-1.588249619,5,149.0920868,9.950918198,0.352849424,0.352849424,0.339161515
tricycle,1.3,1.592445653,76.05562579,560.2398801,29.12768647,50.19490255,1462.061384,0,0,0,2.8,53.90968401,-2.543607282,0.519784448,-0.140104179,2,150.617157,11.29722691,0.351499707,0.351499707,0.338300943
